cellID	cellType	SubjectName	clusterID
cell_2491	cluster.3	Mix_1	cluster.3
cell_2492	cluster.3	Mix_2	cluster.3
cell_2493	cluster.3	Mix_3	cluster.3
cell_2494	cluster.3	Mix_4	cluster.3
cell_2495	cluster.3	Mix_5	cluster.3
cell_2496	cluster.3	Mix_6	cluster.3
cell_2497	cluster.3	Mix_7	cluster.3
cell_2498	cluster.3	Mix_8	cluster.3
cell_2499	cluster.3	Mix_9	cluster.3
cell_2500	cluster.3	Mix_10	cluster.3
cell_2501	cluster.3	Mix_1	cluster.3
cell_2502	cluster.3	Mix_2	cluster.3
cell_2503	cluster.3	Mix_3	cluster.3
cell_2504	cluster.3	Mix_4	cluster.3
cell_2505	cluster.3	Mix_5	cluster.3
cell_2506	cluster.3	Mix_6	cluster.3
cell_2507	cluster.3	Mix_7	cluster.3
cell_2508	cluster.3	Mix_8	cluster.3
cell_2509	cluster.3	Mix_9	cluster.3
cell_2510	cluster.3	Mix_10	cluster.3
cell_2511	cluster.3	Mix_1	cluster.3
cell_2512	cluster.3	Mix_2	cluster.3
cell_2513	cluster.3	Mix_3	cluster.3
cell_2514	cluster.3	Mix_4	cluster.3
cell_2515	cluster.3	Mix_5	cluster.3
cell_2516	cluster.3	Mix_6	cluster.3
cell_2517	cluster.3	Mix_7	cluster.3
cell_2518	cluster.3	Mix_8	cluster.3
cell_2519	cluster.3	Mix_9	cluster.3
cell_2520	cluster.3	Mix_10	cluster.3
cell_2521	cluster.3	Mix_1	cluster.3
cell_2522	cluster.3	Mix_2	cluster.3
cell_2523	cluster.3	Mix_3	cluster.3
cell_2524	cluster.3	Mix_4	cluster.3
cell_2525	cluster.3	Mix_5	cluster.3
cell_2526	cluster.3	Mix_6	cluster.3
cell_2527	cluster.3	Mix_7	cluster.3
cell_2528	cluster.3	Mix_8	cluster.3
cell_2529	cluster.3	Mix_9	cluster.3
cell_2530	cluster.3	Mix_10	cluster.3
cell_2531	cluster.3	Mix_1	cluster.3
cell_2532	cluster.3	Mix_2	cluster.3
cell_2533	cluster.3	Mix_3	cluster.3
cell_2534	cluster.3	Mix_4	cluster.3
cell_2535	cluster.3	Mix_5	cluster.3
cell_2536	cluster.3	Mix_6	cluster.3
cell_2537	cluster.3	Mix_7	cluster.3
cell_2538	cluster.3	Mix_8	cluster.3
cell_2539	cluster.3	Mix_9	cluster.3
cell_2540	cluster.3	Mix_10	cluster.3
cell_2541	cluster.3	Mix_1	cluster.3
cell_2542	cluster.3	Mix_2	cluster.3
cell_2543	cluster.3	Mix_3	cluster.3
cell_2544	cluster.3	Mix_4	cluster.3
cell_2545	cluster.3	Mix_5	cluster.3
cell_2546	cluster.3	Mix_6	cluster.3
cell_2547	cluster.3	Mix_7	cluster.3
cell_2548	cluster.3	Mix_8	cluster.3
cell_2549	cluster.3	Mix_9	cluster.3
cell_2550	cluster.3	Mix_10	cluster.3
cell_2551	cluster.3	Mix_1	cluster.3
cell_2552	cluster.3	Mix_2	cluster.3
cell_2553	cluster.3	Mix_3	cluster.3
cell_2554	cluster.3	Mix_4	cluster.3
cell_2555	cluster.3	Mix_5	cluster.3
cell_2556	cluster.3	Mix_6	cluster.3
cell_2557	cluster.3	Mix_7	cluster.3
cell_2558	cluster.3	Mix_8	cluster.3
cell_2559	cluster.3	Mix_9	cluster.3
cell_2560	cluster.3	Mix_10	cluster.3
cell_2561	cluster.3	Mix_1	cluster.3
cell_2562	cluster.3	Mix_2	cluster.3
cell_2563	cluster.3	Mix_3	cluster.3
cell_2564	cluster.3	Mix_4	cluster.3
cell_2565	cluster.3	Mix_5	cluster.3
cell_2566	cluster.3	Mix_6	cluster.3
cell_2567	cluster.3	Mix_7	cluster.3
cell_2568	cluster.3	Mix_8	cluster.3
cell_2569	cluster.3	Mix_9	cluster.3
cell_2570	cluster.3	Mix_10	cluster.3
cell_2571	cluster.3	Mix_1	cluster.3
cell_2572	cluster.3	Mix_2	cluster.3
cell_2573	cluster.3	Mix_3	cluster.3
cell_2574	cluster.3	Mix_4	cluster.3
cell_2575	cluster.3	Mix_5	cluster.3
cell_2576	cluster.3	Mix_6	cluster.3
cell_2577	cluster.3	Mix_7	cluster.3
cell_2578	cluster.3	Mix_8	cluster.3
cell_2579	cluster.3	Mix_9	cluster.3
cell_2580	cluster.3	Mix_10	cluster.3
cell_2581	cluster.3	Mix_1	cluster.3
cell_2582	cluster.3	Mix_2	cluster.3
cell_2583	cluster.3	Mix_3	cluster.3
cell_2584	cluster.3	Mix_4	cluster.3
cell_2585	cluster.3	Mix_5	cluster.3
cell_2586	cluster.3	Mix_6	cluster.3
cell_2587	cluster.3	Mix_7	cluster.3
cell_2588	cluster.3	Mix_8	cluster.3
cell_2589	cluster.3	Mix_9	cluster.3
cell_2590	cluster.3	Mix_10	cluster.3
cell_2591	cluster.3	Mix_1	cluster.3
cell_2592	cluster.3	Mix_2	cluster.3
cell_2593	cluster.3	Mix_3	cluster.3
cell_2594	cluster.3	Mix_4	cluster.3
cell_2595	cluster.3	Mix_5	cluster.3
cell_2596	cluster.3	Mix_6	cluster.3
cell_2597	cluster.3	Mix_7	cluster.3
cell_2598	cluster.3	Mix_8	cluster.3
cell_2599	cluster.3	Mix_9	cluster.3
cell_2600	cluster.3	Mix_10	cluster.3
cell_2602	cluster.3	Mix_2	cluster.3
cell_2603	cluster.3	Mix_3	cluster.3
cell_2604	cluster.3	Mix_4	cluster.3
cell_2605	cluster.3	Mix_5	cluster.3
cell_2606	cluster.3	Mix_6	cluster.3
cell_2607	cluster.3	Mix_7	cluster.3
cell_2608	cluster.3	Mix_8	cluster.3
cell_2609	cluster.3	Mix_9	cluster.3
cell_2610	cluster.3	Mix_10	cluster.3
cell_2611	cluster.3	Mix_1	cluster.3
cell_2612	cluster.3	Mix_2	cluster.3
cell_2613	cluster.3	Mix_3	cluster.3
cell_2614	cluster.3	Mix_4	cluster.3
cell_2615	cluster.3	Mix_5	cluster.3
cell_2616	cluster.3	Mix_6	cluster.3
cell_2617	cluster.3	Mix_7	cluster.3
cell_2618	cluster.3	Mix_8	cluster.3
cell_2619	cluster.3	Mix_9	cluster.3
cell_2620	cluster.3	Mix_10	cluster.3
cell_2621	cluster.3	Mix_1	cluster.3
cell_2622	cluster.3	Mix_2	cluster.3
cell_2623	cluster.3	Mix_3	cluster.3
cell_2624	cluster.3	Mix_4	cluster.3
cell_2625	cluster.3	Mix_5	cluster.3
cell_2626	cluster.3	Mix_6	cluster.3
cell_2627	cluster.3	Mix_7	cluster.3
cell_2628	cluster.3	Mix_8	cluster.3
cell_2629	cluster.3	Mix_9	cluster.3
cell_2630	cluster.3	Mix_10	cluster.3
cell_2631	cluster.3	Mix_1	cluster.3
cell_2632	cluster.3	Mix_2	cluster.3
cell_2633	cluster.3	Mix_3	cluster.3
cell_2634	cluster.3	Mix_4	cluster.3
cell_2635	cluster.3	Mix_5	cluster.3
cell_2636	cluster.3	Mix_6	cluster.3
cell_2637	cluster.3	Mix_7	cluster.3
cell_2638	cluster.3	Mix_8	cluster.3
cell_2639	cluster.3	Mix_9	cluster.3
cell_2640	cluster.3	Mix_10	cluster.3
cell_2641	cluster.3	Mix_1	cluster.3
cell_2642	cluster.3	Mix_2	cluster.3
cell_2643	cluster.3	Mix_3	cluster.3
cell_2644	cluster.3	Mix_4	cluster.3
cell_2645	cluster.3	Mix_5	cluster.3
cell_2646	cluster.3	Mix_6	cluster.3
cell_2647	cluster.3	Mix_7	cluster.3
cell_2648	cluster.3	Mix_8	cluster.3
cell_2649	cluster.3	Mix_9	cluster.3
cell_2650	cluster.3	Mix_10	cluster.3
cell_2651	cluster.3	Mix_1	cluster.3
cell_2652	cluster.3	Mix_2	cluster.3
cell_2653	cluster.3	Mix_3	cluster.3
cell_2654	cluster.3	Mix_4	cluster.3
cell_2655	cluster.3	Mix_5	cluster.3
cell_2656	cluster.3	Mix_6	cluster.3
cell_2657	cluster.3	Mix_7	cluster.3
cell_2658	cluster.3	Mix_8	cluster.3
cell_2659	cluster.3	Mix_9	cluster.3
cell_2660	cluster.3	Mix_10	cluster.3
cell_2661	cluster.3	Mix_1	cluster.3
cell_2662	cluster.3	Mix_2	cluster.3
cell_2663	cluster.3	Mix_3	cluster.3
cell_2664	cluster.3	Mix_4	cluster.3
cell_2665	cluster.3	Mix_5	cluster.3
cell_2666	cluster.3	Mix_6	cluster.3
cell_2667	cluster.3	Mix_7	cluster.3
cell_2668	cluster.3	Mix_8	cluster.3
cell_2669	cluster.3	Mix_9	cluster.3
cell_2670	cluster.3	Mix_10	cluster.3
cell_2671	cluster.3	Mix_1	cluster.3
cell_2672	cluster.3	Mix_2	cluster.3
cell_2673	cluster.3	Mix_3	cluster.3
cell_2674	cluster.3	Mix_4	cluster.3
cell_2675	cluster.3	Mix_5	cluster.3
cell_2676	cluster.3	Mix_6	cluster.3
cell_2677	cluster.3	Mix_7	cluster.3
cell_2678	cluster.3	Mix_8	cluster.3
cell_2679	cluster.3	Mix_9	cluster.3
cell_2680	cluster.3	Mix_10	cluster.3
cell_2681	cluster.3	Mix_1	cluster.3
cell_2682	cluster.3	Mix_2	cluster.3
cell_2683	cluster.3	Mix_3	cluster.3
cell_2684	cluster.3	Mix_4	cluster.3
cell_2685	cluster.3	Mix_5	cluster.3
cell_2686	cluster.3	Mix_6	cluster.3
cell_2687	cluster.3	Mix_7	cluster.3
cell_2688	cluster.3	Mix_8	cluster.3
cell_2689	cluster.3	Mix_9	cluster.3
cell_2690	cluster.3	Mix_10	cluster.3
cell_2692	cluster.3	Mix_2	cluster.3
cell_2693	cluster.3	Mix_3	cluster.3
cell_2694	cluster.3	Mix_4	cluster.3
cell_2695	cluster.3	Mix_5	cluster.3
cell_2696	cluster.3	Mix_6	cluster.3
cell_2697	cluster.3	Mix_7	cluster.3
cell_2698	cluster.3	Mix_8	cluster.3
cell_2699	cluster.3	Mix_9	cluster.3
cell_2700	cluster.3	Mix_10	cluster.3
cell_2701	cluster.3	Mix_1	cluster.3
cell_2702	cluster.3	Mix_2	cluster.3
cell_2703	cluster.3	Mix_3	cluster.3
cell_2704	cluster.3	Mix_4	cluster.3
cell_2705	cluster.3	Mix_5	cluster.3
cell_2706	cluster.3	Mix_6	cluster.3
cell_2707	cluster.3	Mix_7	cluster.3
cell_2708	cluster.3	Mix_8	cluster.3
cell_2709	cluster.3	Mix_9	cluster.3
cell_2710	cluster.3	Mix_10	cluster.3
cell_2711	cluster.3	Mix_1	cluster.3
cell_2712	cluster.3	Mix_2	cluster.3
cell_2713	cluster.3	Mix_3	cluster.3
cell_2714	cluster.3	Mix_4	cluster.3
cell_2715	cluster.3	Mix_5	cluster.3
cell_2716	cluster.3	Mix_6	cluster.3
cell_2717	cluster.3	Mix_7	cluster.3
cell_2718	cluster.3	Mix_8	cluster.3
cell_2719	cluster.3	Mix_9	cluster.3
cell_2720	cluster.3	Mix_10	cluster.3
cell_2721	cluster.3	Mix_1	cluster.3
cell_2722	cluster.3	Mix_2	cluster.3
cell_2723	cluster.3	Mix_3	cluster.3
cell_2724	cluster.3	Mix_4	cluster.3
cell_2725	cluster.3	Mix_5	cluster.3
cell_2726	cluster.3	Mix_6	cluster.3
cell_2727	cluster.3	Mix_7	cluster.3
cell_2728	cluster.3	Mix_8	cluster.3
cell_2729	cluster.3	Mix_9	cluster.3
cell_2730	cluster.3	Mix_10	cluster.3
cell_2731	cluster.3	Mix_1	cluster.3
cell_2732	cluster.3	Mix_2	cluster.3
cell_2733	cluster.3	Mix_3	cluster.3
cell_2734	cluster.3	Mix_4	cluster.3
cell_2735	cluster.3	Mix_5	cluster.3
cell_2736	cluster.3	Mix_6	cluster.3
cell_2737	cluster.3	Mix_7	cluster.3
cell_2738	cluster.3	Mix_8	cluster.3
cell_2739	cluster.3	Mix_9	cluster.3
cell_2740	cluster.3	Mix_10	cluster.3
cell_2741	cluster.3	Mix_1	cluster.3
cell_2742	cluster.3	Mix_2	cluster.3
cell_2743	cluster.3	Mix_3	cluster.3
cell_2744	cluster.3	Mix_4	cluster.3
cell_2745	cluster.3	Mix_5	cluster.3
cell_2746	cluster.3	Mix_6	cluster.3
cell_2747	cluster.3	Mix_7	cluster.3
cell_2748	cluster.3	Mix_8	cluster.3
cell_2749	cluster.3	Mix_9	cluster.3
cell_2750	cluster.3	Mix_10	cluster.3
cell_2751	cluster.3	Mix_1	cluster.3
cell_2752	cluster.3	Mix_2	cluster.3
cell_2753	cluster.3	Mix_3	cluster.3
cell_2754	cluster.3	Mix_4	cluster.3
cell_2755	cluster.3	Mix_5	cluster.3
cell_2756	cluster.3	Mix_6	cluster.3
cell_2757	cluster.3	Mix_7	cluster.3
cell_2758	cluster.3	Mix_8	cluster.3
cell_2759	cluster.3	Mix_9	cluster.3
cell_2760	cluster.3	Mix_10	cluster.3
cell_2761	cluster.3	Mix_1	cluster.3
cell_2762	cluster.3	Mix_2	cluster.3
cell_2763	cluster.3	Mix_3	cluster.3
cell_2764	cluster.3	Mix_4	cluster.3
cell_2765	cluster.3	Mix_5	cluster.3
cell_2766	cluster.3	Mix_6	cluster.3
cell_2767	cluster.3	Mix_7	cluster.3
cell_2768	cluster.3	Mix_8	cluster.3
cell_2769	cluster.3	Mix_9	cluster.3
cell_2770	cluster.3	Mix_10	cluster.3
cell_2771	cluster.3	Mix_1	cluster.3
cell_2772	cluster.3	Mix_2	cluster.3
cell_2773	cluster.3	Mix_3	cluster.3
cell_2774	cluster.3	Mix_4	cluster.3
cell_2775	cluster.3	Mix_5	cluster.3
cell_2776	cluster.3	Mix_6	cluster.3
cell_2777	cluster.3	Mix_7	cluster.3
cell_2778	cluster.3	Mix_8	cluster.3
cell_2779	cluster.3	Mix_9	cluster.3
cell_2780	cluster.3	Mix_10	cluster.3
cell_2781	cluster.3	Mix_1	cluster.3
cell_2782	cluster.3	Mix_2	cluster.3
cell_2783	cluster.3	Mix_3	cluster.3
cell_2784	cluster.3	Mix_4	cluster.3
cell_2785	cluster.3	Mix_5	cluster.3
cell_2786	cluster.3	Mix_6	cluster.3
cell_2787	cluster.3	Mix_7	cluster.3
cell_2788	cluster.3	Mix_8	cluster.3
cell_2789	cluster.3	Mix_9	cluster.3
cell_2790	cluster.3	Mix_10	cluster.3
cell_2791	cluster.3	Mix_1	cluster.3
cell_2792	cluster.3	Mix_2	cluster.3
cell_2793	cluster.3	Mix_3	cluster.3
cell_2794	cluster.3	Mix_4	cluster.3
cell_2795	cluster.3	Mix_5	cluster.3
cell_2796	cluster.3	Mix_6	cluster.3
cell_2797	cluster.3	Mix_7	cluster.3
cell_2798	cluster.3	Mix_8	cluster.3
cell_2799	cluster.3	Mix_9	cluster.3
cell_2800	cluster.3	Mix_10	cluster.3
cell_2801	cluster.3	Mix_1	cluster.3
cell_2802	cluster.3	Mix_2	cluster.3
cell_2803	cluster.3	Mix_3	cluster.3
cell_2804	cluster.3	Mix_4	cluster.3
cell_2805	cluster.3	Mix_5	cluster.3
cell_2806	cluster.3	Mix_6	cluster.3
cell_2807	cluster.3	Mix_7	cluster.3
cell_2808	cluster.3	Mix_8	cluster.3
cell_2809	cluster.3	Mix_9	cluster.3
cell_2810	cluster.3	Mix_10	cluster.3
cell_2811	cluster.3	Mix_1	cluster.3
cell_2812	cluster.3	Mix_2	cluster.3
cell_2813	cluster.3	Mix_3	cluster.3
cell_2814	cluster.3	Mix_4	cluster.3
cell_2815	cluster.3	Mix_5	cluster.3
cell_2816	cluster.3	Mix_6	cluster.3
cell_2817	cluster.3	Mix_7	cluster.3
cell_2818	cluster.3	Mix_8	cluster.3
cell_2819	cluster.3	Mix_9	cluster.3
cell_2820	cluster.3	Mix_10	cluster.3
cell_2821	cluster.3	Mix_1	cluster.3
cell_2822	cluster.3	Mix_2	cluster.3
cell_2823	cluster.3	Mix_3	cluster.3
cell_2824	cluster.3	Mix_4	cluster.3
cell_2825	cluster.3	Mix_5	cluster.3
cell_2826	cluster.3	Mix_6	cluster.3
cell_2827	cluster.3	Mix_7	cluster.3
cell_2828	cluster.3	Mix_8	cluster.3
cell_2829	cluster.3	Mix_9	cluster.3
cell_2830	cluster.3	Mix_10	cluster.3
cell_2831	cluster.3	Mix_1	cluster.3
cell_2832	cluster.3	Mix_2	cluster.3
cell_2833	cluster.3	Mix_3	cluster.3
cell_2834	cluster.3	Mix_4	cluster.3
cell_2835	cluster.3	Mix_5	cluster.3
cell_2836	cluster.3	Mix_6	cluster.3
cell_2837	cluster.3	Mix_7	cluster.3
cell_2838	cluster.3	Mix_8	cluster.3
cell_2839	cluster.3	Mix_9	cluster.3
cell_2840	cluster.3	Mix_10	cluster.3
cell_2841	cluster.3	Mix_1	cluster.3
cell_2842	cluster.3	Mix_2	cluster.3
cell_2843	cluster.3	Mix_3	cluster.3
cell_2844	cluster.3	Mix_4	cluster.3
cell_2845	cluster.3	Mix_5	cluster.3
cell_2846	cluster.3	Mix_6	cluster.3
cell_2847	cluster.3	Mix_7	cluster.3
cell_2848	cluster.3	Mix_8	cluster.3
cell_2849	cluster.3	Mix_9	cluster.3
cell_2850	cluster.3	Mix_10	cluster.3
cell_2851	cluster.3	Mix_1	cluster.3
cell_2852	cluster.3	Mix_2	cluster.3
cell_2853	cluster.3	Mix_3	cluster.3
cell_2854	cluster.3	Mix_4	cluster.3
cell_2855	cluster.3	Mix_5	cluster.3
cell_2856	cluster.3	Mix_6	cluster.3
cell_2857	cluster.3	Mix_7	cluster.3
cell_2858	cluster.3	Mix_8	cluster.3
cell_2859	cluster.3	Mix_9	cluster.3
cell_2860	cluster.3	Mix_10	cluster.3
cell_2861	cluster.3	Mix_1	cluster.3
cell_2862	cluster.3	Mix_2	cluster.3
cell_2863	cluster.3	Mix_3	cluster.3
cell_2864	cluster.3	Mix_4	cluster.3
cell_2865	cluster.3	Mix_5	cluster.3
cell_2866	cluster.3	Mix_6	cluster.3
cell_2867	cluster.3	Mix_7	cluster.3
cell_2868	cluster.3	Mix_8	cluster.3
cell_2869	cluster.3	Mix_9	cluster.3
cell_2870	cluster.3	Mix_10	cluster.3
cell_2871	cluster.3	Mix_1	cluster.3
cell_2872	cluster.3	Mix_2	cluster.3
cell_2873	cluster.3	Mix_3	cluster.3
cell_2874	cluster.3	Mix_4	cluster.3
cell_2875	cluster.3	Mix_5	cluster.3
cell_2876	cluster.3	Mix_6	cluster.3
cell_2877	cluster.3	Mix_7	cluster.3
cell_2878	cluster.3	Mix_8	cluster.3
cell_2879	cluster.3	Mix_9	cluster.3
cell_2880	cluster.3	Mix_10	cluster.3
cell_2881	cluster.3	Mix_1	cluster.3
cell_2882	cluster.3	Mix_2	cluster.3
cell_2883	cluster.3	Mix_3	cluster.3
cell_2884	cluster.3	Mix_4	cluster.3
cell_2885	cluster.3	Mix_5	cluster.3
cell_2886	cluster.3	Mix_6	cluster.3
cell_2887	cluster.3	Mix_7	cluster.3
cell_2888	cluster.3	Mix_8	cluster.3
cell_2889	cluster.3	Mix_9	cluster.3
cell_2890	cluster.3	Mix_10	cluster.3
cell_2891	cluster.3	Mix_1	cluster.3
cell_2892	cluster.3	Mix_2	cluster.3
cell_2893	cluster.3	Mix_3	cluster.3
cell_2894	cluster.3	Mix_4	cluster.3
cell_2895	cluster.3	Mix_5	cluster.3
cell_2896	cluster.3	Mix_6	cluster.3
cell_2897	cluster.3	Mix_7	cluster.3
cell_2898	cluster.3	Mix_8	cluster.3
cell_2899	cluster.3	Mix_9	cluster.3
cell_2900	cluster.3	Mix_10	cluster.3
cell_2901	cluster.3	Mix_1	cluster.3
cell_2902	cluster.3	Mix_2	cluster.3
cell_2903	cluster.3	Mix_3	cluster.3
cell_2904	cluster.3	Mix_4	cluster.3
cell_2905	cluster.3	Mix_5	cluster.3
cell_2906	cluster.3	Mix_6	cluster.3
cell_2907	cluster.3	Mix_7	cluster.3
cell_2908	cluster.3	Mix_8	cluster.3
cell_2909	cluster.3	Mix_9	cluster.3
cell_2910	cluster.3	Mix_10	cluster.3
cell_2911	cluster.3	Mix_1	cluster.3
cell_2912	cluster.3	Mix_2	cluster.3
cell_2913	cluster.3	Mix_3	cluster.3
cell_2914	cluster.3	Mix_4	cluster.3
cell_2915	cluster.3	Mix_5	cluster.3
cell_2916	cluster.3	Mix_6	cluster.3
cell_2917	cluster.3	Mix_7	cluster.3
cell_2918	cluster.3	Mix_8	cluster.3
cell_2919	cluster.3	Mix_9	cluster.3
cell_2920	cluster.3	Mix_10	cluster.3
cell_2921	cluster.3	Mix_1	cluster.3
cell_2922	cluster.3	Mix_2	cluster.3
cell_2923	cluster.3	Mix_3	cluster.3
cell_2924	cluster.3	Mix_4	cluster.3
cell_2925	cluster.3	Mix_5	cluster.3
cell_2926	cluster.3	Mix_6	cluster.3
cell_2927	cluster.3	Mix_7	cluster.3
cell_2928	cluster.3	Mix_8	cluster.3
cell_2929	cluster.3	Mix_9	cluster.3
cell_2930	cluster.3	Mix_10	cluster.3
cell_2931	cluster.3	Mix_1	cluster.3
cell_2932	cluster.3	Mix_2	cluster.3
cell_2933	cluster.3	Mix_3	cluster.3
cell_2934	cluster.3	Mix_4	cluster.3
cell_2935	cluster.3	Mix_5	cluster.3
cell_2936	cluster.3	Mix_6	cluster.3
cell_2937	cluster.3	Mix_7	cluster.3
cell_2938	cluster.3	Mix_8	cluster.3
cell_2939	cluster.3	Mix_9	cluster.3
cell_2940	cluster.3	Mix_10	cluster.3
cell_2941	cluster.3	Mix_1	cluster.3
cell_2943	cluster.3	Mix_3	cluster.3
cell_2944	cluster.3	Mix_4	cluster.3
cell_2945	cluster.3	Mix_5	cluster.3
cell_2946	cluster.3	Mix_6	cluster.3
cell_2947	cluster.3	Mix_7	cluster.3
cell_2948	cluster.3	Mix_8	cluster.3
cell_2949	cluster.3	Mix_9	cluster.3
cell_2950	cluster.3	Mix_10	cluster.3
cell_2951	cluster.3	Mix_1	cluster.3
cell_2952	cluster.3	Mix_2	cluster.3
cell_2953	cluster.3	Mix_3	cluster.3
cell_2954	cluster.3	Mix_4	cluster.3
cell_2955	cluster.3	Mix_5	cluster.3
cell_2956	cluster.3	Mix_6	cluster.3
cell_2957	cluster.3	Mix_7	cluster.3
cell_2958	cluster.3	Mix_8	cluster.3
cell_2959	cluster.3	Mix_9	cluster.3
cell_2960	cluster.3	Mix_10	cluster.3
cell_2961	cluster.3	Mix_1	cluster.3
cell_2962	cluster.3	Mix_2	cluster.3
cell_2963	cluster.3	Mix_3	cluster.3
cell_2964	cluster.3	Mix_4	cluster.3
cell_2965	cluster.3	Mix_5	cluster.3
cell_2966	cluster.3	Mix_6	cluster.3
cell_2967	cluster.3	Mix_7	cluster.3
cell_2968	cluster.3	Mix_8	cluster.3
cell_2969	cluster.3	Mix_9	cluster.3
cell_2970	cluster.3	Mix_10	cluster.3
cell_2971	cluster.3	Mix_1	cluster.3
cell_2972	cluster.3	Mix_2	cluster.3
cell_2973	cluster.3	Mix_3	cluster.3
cell_2974	cluster.3	Mix_4	cluster.3
cell_2975	cluster.3	Mix_5	cluster.3
cell_2976	cluster.3	Mix_6	cluster.3
cell_2977	cluster.3	Mix_7	cluster.3
cell_2978	cluster.3	Mix_8	cluster.3
cell_2979	cluster.3	Mix_9	cluster.3
cell_2980	cluster.3	Mix_10	cluster.3
cell_2981	cluster.3	Mix_1	cluster.3
cell_2982	cluster.3	Mix_2	cluster.3
cell_2983	cluster.3	Mix_3	cluster.3
cell_2984	cluster.3	Mix_4	cluster.3
cell_2985	cluster.3	Mix_5	cluster.3
cell_2986	cluster.3	Mix_6	cluster.3
cell_2987	cluster.3	Mix_7	cluster.3
cell_2988	cluster.3	Mix_8	cluster.3
cell_2989	cluster.3	Mix_9	cluster.3
cell_2990	cluster.3	Mix_10	cluster.3
cell_2991	cluster.3	Mix_1	cluster.3
cell_2992	cluster.3	Mix_2	cluster.3
cell_2993	cluster.3	Mix_3	cluster.3
cell_2994	cluster.3	Mix_4	cluster.3
cell_2995	cluster.3	Mix_5	cluster.3
cell_2996	cluster.3	Mix_6	cluster.3
cell_2997	cluster.3	Mix_7	cluster.3
cell_2998	cluster.3	Mix_8	cluster.3
cell_2999	cluster.3	Mix_9	cluster.3
cell_3000	cluster.3	Mix_10	cluster.3
cell_3001	cluster.4	Mix_1	cluster.4
cell_3002	cluster.4	Mix_2	cluster.4
cell_3003	cluster.4	Mix_3	cluster.4
cell_3004	cluster.4	Mix_4	cluster.4
cell_3005	cluster.4	Mix_5	cluster.4
cell_3006	cluster.4	Mix_6	cluster.4
cell_3007	cluster.4	Mix_7	cluster.4
cell_3008	cluster.4	Mix_8	cluster.4
cell_3009	cluster.4	Mix_9	cluster.4
cell_3010	cluster.4	Mix_10	cluster.4
cell_3011	cluster.4	Mix_1	cluster.4
cell_3012	cluster.4	Mix_2	cluster.4
cell_3013	cluster.4	Mix_3	cluster.4
cell_3014	cluster.4	Mix_4	cluster.4
cell_3015	cluster.4	Mix_5	cluster.4
cell_3016	cluster.4	Mix_6	cluster.4
cell_3017	cluster.4	Mix_7	cluster.4
cell_3018	cluster.4	Mix_8	cluster.4
cell_3019	cluster.4	Mix_9	cluster.4
cell_3020	cluster.4	Mix_10	cluster.4
cell_3021	cluster.4	Mix_1	cluster.4
cell_3022	cluster.4	Mix_2	cluster.4
cell_3023	cluster.4	Mix_3	cluster.4
cell_3024	cluster.4	Mix_4	cluster.4
cell_3025	cluster.4	Mix_5	cluster.4
cell_3026	cluster.4	Mix_6	cluster.4
cell_3027	cluster.4	Mix_7	cluster.4
cell_3028	cluster.4	Mix_8	cluster.4
cell_3029	cluster.4	Mix_9	cluster.4
cell_3030	cluster.4	Mix_10	cluster.4
cell_3031	cluster.4	Mix_1	cluster.4
cell_3032	cluster.4	Mix_2	cluster.4
cell_3033	cluster.4	Mix_3	cluster.4
cell_3034	cluster.4	Mix_4	cluster.4
cell_3035	cluster.4	Mix_5	cluster.4
cell_3036	cluster.4	Mix_6	cluster.4
cell_3037	cluster.4	Mix_7	cluster.4
cell_3038	cluster.4	Mix_8	cluster.4
cell_3039	cluster.4	Mix_9	cluster.4
cell_3040	cluster.4	Mix_10	cluster.4
cell_3041	cluster.4	Mix_1	cluster.4
cell_3042	cluster.4	Mix_2	cluster.4
cell_3043	cluster.4	Mix_3	cluster.4
cell_3044	cluster.4	Mix_4	cluster.4
cell_3045	cluster.4	Mix_5	cluster.4
cell_3046	cluster.4	Mix_6	cluster.4
cell_3047	cluster.4	Mix_7	cluster.4
cell_3048	cluster.4	Mix_8	cluster.4
cell_3049	cluster.4	Mix_9	cluster.4
cell_3050	cluster.4	Mix_10	cluster.4
cell_3051	cluster.4	Mix_1	cluster.4
cell_3052	cluster.4	Mix_2	cluster.4
cell_3053	cluster.4	Mix_3	cluster.4
cell_3054	cluster.4	Mix_4	cluster.4
cell_3055	cluster.4	Mix_5	cluster.4
cell_3056	cluster.4	Mix_6	cluster.4
cell_3057	cluster.4	Mix_7	cluster.4
cell_3058	cluster.4	Mix_8	cluster.4
cell_3059	cluster.4	Mix_9	cluster.4
cell_3060	cluster.4	Mix_10	cluster.4
cell_3061	cluster.4	Mix_1	cluster.4
cell_3062	cluster.4	Mix_2	cluster.4
cell_3064	cluster.4	Mix_4	cluster.4
cell_3065	cluster.4	Mix_5	cluster.4
cell_3066	cluster.4	Mix_6	cluster.4
cell_3067	cluster.4	Mix_7	cluster.4
cell_3068	cluster.4	Mix_8	cluster.4
cell_3069	cluster.4	Mix_9	cluster.4
cell_3070	cluster.4	Mix_10	cluster.4
cell_3071	cluster.4	Mix_1	cluster.4
cell_3072	cluster.4	Mix_2	cluster.4
cell_3073	cluster.4	Mix_3	cluster.4
cell_3074	cluster.4	Mix_4	cluster.4
cell_3075	cluster.4	Mix_5	cluster.4
cell_3076	cluster.4	Mix_6	cluster.4
