cellID	cellType	SubjectName
cell_1524	cell_type_2	Mix_4
cell_1525	cell_type_2	Mix_5
cell_1526	cell_type_2	Mix_6
cell_1527	cell_type_2	Mix_7
cell_1528	cell_type_2	Mix_8
cell_1529	cell_type_2	Mix_9
cell_1530	cell_type_2	Mix_10
cell_1531	cell_type_2	Mix_1
cell_1532	cell_type_2	Mix_2
cell_1533	cell_type_2	Mix_3
cell_1534	cell_type_2	Mix_4
cell_1535	cell_type_2	Mix_5
cell_1536	cell_type_2	Mix_6
cell_1537	cell_type_2	Mix_7
cell_1538	cell_type_2	Mix_8
cell_1539	cell_type_2	Mix_9
cell_1540	cell_type_2	Mix_10
cell_1541	cell_type_2	Mix_1
cell_1542	cell_type_2	Mix_2
cell_1543	cell_type_2	Mix_3
cell_1544	cell_type_2	Mix_4
cell_1545	cell_type_2	Mix_5
cell_1546	cell_type_2	Mix_6
cell_1547	cell_type_2	Mix_7
cell_1548	cell_type_2	Mix_8
cell_1549	cell_type_2	Mix_9
cell_1550	cell_type_2	Mix_10
cell_1551	cell_type_2	Mix_1
cell_1552	cell_type_2	Mix_2
cell_1553	cell_type_2	Mix_3
cell_1554	cell_type_2	Mix_4
cell_1555	cell_type_2	Mix_5
cell_1556	cell_type_2	Mix_6
cell_1557	cell_type_2	Mix_7
cell_1558	cell_type_2	Mix_8
cell_1559	cell_type_2	Mix_9
cell_1560	cell_type_2	Mix_10
cell_1561	cell_type_2	Mix_1
cell_1562	cell_type_2	Mix_2
cell_1563	cell_type_2	Mix_3
cell_1564	cell_type_2	Mix_4
cell_1565	cell_type_2	Mix_5
cell_1566	cell_type_2	Mix_6
cell_1567	cell_type_2	Mix_7
cell_1568	cell_type_2	Mix_8
cell_1569	cell_type_2	Mix_9
cell_1570	cell_type_2	Mix_10
cell_1571	cell_type_2	Mix_1
cell_1572	cell_type_2	Mix_2
cell_1573	cell_type_2	Mix_3
cell_1574	cell_type_2	Mix_4
cell_1575	cell_type_2	Mix_5
cell_1576	cell_type_2	Mix_6
cell_1577	cell_type_2	Mix_7
cell_1578	cell_type_2	Mix_8
cell_1579	cell_type_2	Mix_9
cell_1580	cell_type_2	Mix_10
cell_1581	cell_type_2	Mix_1
cell_1582	cell_type_2	Mix_2
cell_1583	cell_type_2	Mix_3
cell_1584	cell_type_2	Mix_4
cell_1585	cell_type_2	Mix_5
cell_1586	cell_type_2	Mix_6
cell_1587	cell_type_2	Mix_7
cell_1588	cell_type_2	Mix_8
cell_1589	cell_type_2	Mix_9
cell_1590	cell_type_2	Mix_10
cell_1591	cell_type_2	Mix_1
cell_1592	cell_type_2	Mix_2
cell_1593	cell_type_2	Mix_3
cell_1594	cell_type_2	Mix_4
cell_1595	cell_type_2	Mix_5
cell_1596	cell_type_2	Mix_6
cell_1597	cell_type_2	Mix_7
cell_1598	cell_type_2	Mix_8
cell_1599	cell_type_2	Mix_9
cell_1600	cell_type_2	Mix_10
cell_1601	cell_type_2	Mix_1
cell_1602	cell_type_2	Mix_2
cell_1603	cell_type_2	Mix_3
cell_1604	cell_type_2	Mix_4
cell_1605	cell_type_2	Mix_5
cell_1606	cell_type_2	Mix_6
cell_1607	cell_type_2	Mix_7
cell_1608	cell_type_2	Mix_8
cell_1609	cell_type_2	Mix_9
cell_1610	cell_type_2	Mix_10
cell_1611	cell_type_2	Mix_1
cell_1612	cell_type_2	Mix_2
cell_1613	cell_type_2	Mix_3
cell_1614	cell_type_2	Mix_4
cell_1615	cell_type_2	Mix_5
cell_1616	cell_type_2	Mix_6
cell_1617	cell_type_2	Mix_7
cell_1618	cell_type_2	Mix_8
cell_1619	cell_type_2	Mix_9
cell_1620	cell_type_2	Mix_10
cell_1621	cell_type_2	Mix_1
cell_1622	cell_type_2	Mix_2
cell_1623	cell_type_2	Mix_3
cell_1624	cell_type_2	Mix_4
cell_1625	cell_type_2	Mix_5
cell_1626	cell_type_2	Mix_6
cell_1627	cell_type_2	Mix_7
cell_1628	cell_type_2	Mix_8
cell_1629	cell_type_2	Mix_9
cell_1630	cell_type_2	Mix_10
cell_1631	cell_type_2	Mix_1
cell_1632	cell_type_2	Mix_2
cell_1633	cell_type_2	Mix_3
cell_1634	cell_type_2	Mix_4
cell_1635	cell_type_2	Mix_5
cell_1636	cell_type_2	Mix_6
cell_1637	cell_type_2	Mix_7
cell_1638	cell_type_2	Mix_8
cell_1639	cell_type_2	Mix_9
cell_1640	cell_type_2	Mix_10
cell_1641	cell_type_2	Mix_1
cell_1642	cell_type_2	Mix_2
cell_1643	cell_type_2	Mix_3
cell_1644	cell_type_2	Mix_4
cell_1645	cell_type_2	Mix_5
cell_1646	cell_type_2	Mix_6
cell_1647	cell_type_2	Mix_7
cell_1648	cell_type_2	Mix_8
cell_1649	cell_type_2	Mix_9
cell_1650	cell_type_2	Mix_10
cell_1651	cell_type_2	Mix_1
cell_1652	cell_type_2	Mix_2
cell_1653	cell_type_2	Mix_3
cell_1654	cell_type_2	Mix_4
cell_1655	cell_type_2	Mix_5
cell_1656	cell_type_2	Mix_6
cell_1657	cell_type_2	Mix_7
cell_1658	cell_type_2	Mix_8
cell_1659	cell_type_2	Mix_9
cell_1660	cell_type_2	Mix_10
cell_1661	cell_type_2	Mix_1
cell_1662	cell_type_2	Mix_2
cell_1663	cell_type_2	Mix_3
cell_1664	cell_type_2	Mix_4
cell_1665	cell_type_2	Mix_5
cell_1666	cell_type_2	Mix_6
cell_1667	cell_type_2	Mix_7
cell_1668	cell_type_2	Mix_8
cell_1669	cell_type_2	Mix_9
cell_1670	cell_type_2	Mix_10
cell_1671	cell_type_2	Mix_1
cell_1672	cell_type_2	Mix_2
cell_1673	cell_type_2	Mix_3
cell_1674	cell_type_2	Mix_4
cell_1675	cell_type_2	Mix_5
cell_1676	cell_type_2	Mix_6
cell_1677	cell_type_2	Mix_7
cell_1678	cell_type_2	Mix_8
cell_1679	cell_type_2	Mix_9
cell_1680	cell_type_2	Mix_10
cell_1681	cell_type_2	Mix_1
cell_1682	cell_type_2	Mix_2
cell_1683	cell_type_2	Mix_3
cell_1684	cell_type_2	Mix_4
cell_1685	cell_type_2	Mix_5
cell_1686	cell_type_2	Mix_6
cell_1687	cell_type_2	Mix_7
cell_1688	cell_type_2	Mix_8
cell_1689	cell_type_2	Mix_9
cell_1690	cell_type_2	Mix_10
cell_1691	cell_type_2	Mix_1
cell_1692	cell_type_2	Mix_2
cell_1693	cell_type_2	Mix_3
cell_1694	cell_type_2	Mix_4
cell_1695	cell_type_2	Mix_5
cell_1696	cell_type_2	Mix_6
cell_1697	cell_type_2	Mix_7
cell_1698	cell_type_2	Mix_8
cell_1699	cell_type_2	Mix_9
cell_1700	cell_type_2	Mix_10
cell_1701	cell_type_2	Mix_1
cell_1702	cell_type_2	Mix_2
cell_1703	cell_type_2	Mix_3
cell_1704	cell_type_2	Mix_4
cell_1705	cell_type_2	Mix_5
cell_1706	cell_type_2	Mix_6
cell_1707	cell_type_2	Mix_7
cell_1708	cell_type_2	Mix_8
cell_1709	cell_type_2	Mix_9
cell_1710	cell_type_2	Mix_10
cell_1711	cell_type_2	Mix_1
cell_1712	cell_type_2	Mix_2
cell_1713	cell_type_2	Mix_3
cell_1714	cell_type_2	Mix_4
cell_1715	cell_type_2	Mix_5
cell_1716	cell_type_2	Mix_6
cell_1717	cell_type_2	Mix_7
cell_1718	cell_type_2	Mix_8
cell_1719	cell_type_2	Mix_9
cell_1720	cell_type_2	Mix_10
cell_1721	cell_type_2	Mix_1
cell_1722	cell_type_2	Mix_2
cell_1723	cell_type_2	Mix_3
cell_1724	cell_type_2	Mix_4
cell_1725	cell_type_2	Mix_5
cell_1726	cell_type_2	Mix_6
cell_1727	cell_type_2	Mix_7
cell_1728	cell_type_2	Mix_8
cell_1729	cell_type_2	Mix_9
cell_1730	cell_type_2	Mix_10
cell_1731	cell_type_2	Mix_1
cell_1732	cell_type_2	Mix_2
cell_1733	cell_type_2	Mix_3
cell_1734	cell_type_2	Mix_4
cell_1735	cell_type_2	Mix_5
cell_1736	cell_type_2	Mix_6
cell_1737	cell_type_2	Mix_7
cell_1738	cell_type_2	Mix_8
cell_1739	cell_type_2	Mix_9
cell_1740	cell_type_2	Mix_10
cell_1741	cell_type_2	Mix_1
cell_1742	cell_type_2	Mix_2
cell_1743	cell_type_2	Mix_3
cell_1744	cell_type_2	Mix_4
cell_1745	cell_type_2	Mix_5
cell_1746	cell_type_2	Mix_6
cell_1747	cell_type_2	Mix_7
cell_1748	cell_type_2	Mix_8
cell_1749	cell_type_2	Mix_9
cell_1750	cell_type_2	Mix_10
cell_1751	cell_type_2	Mix_1
cell_1752	cell_type_2	Mix_2
cell_1753	cell_type_2	Mix_3
cell_1754	cell_type_2	Mix_4
cell_1755	cell_type_2	Mix_5
cell_1756	cell_type_2	Mix_6
cell_1757	cell_type_2	Mix_7
cell_1758	cell_type_2	Mix_8
cell_1759	cell_type_2	Mix_9
cell_1760	cell_type_2	Mix_10
cell_1761	cell_type_2	Mix_1
cell_1762	cell_type_2	Mix_2
cell_1763	cell_type_2	Mix_3
cell_1764	cell_type_2	Mix_4
cell_1765	cell_type_2	Mix_5
cell_1766	cell_type_2	Mix_6
cell_1767	cell_type_2	Mix_7
cell_1768	cell_type_2	Mix_8
cell_1769	cell_type_2	Mix_9
cell_1770	cell_type_2	Mix_10
cell_1771	cell_type_2	Mix_1
cell_1772	cell_type_2	Mix_2
cell_1773	cell_type_2	Mix_3
cell_1774	cell_type_2	Mix_4
cell_1775	cell_type_2	Mix_5
cell_1776	cell_type_2	Mix_6
cell_1777	cell_type_2	Mix_7
cell_1778	cell_type_2	Mix_8
cell_1779	cell_type_2	Mix_9
cell_1780	cell_type_2	Mix_10
cell_1781	cell_type_2	Mix_1
cell_1782	cell_type_2	Mix_2
cell_1783	cell_type_2	Mix_3
cell_1784	cell_type_2	Mix_4
cell_1785	cell_type_2	Mix_5
cell_1786	cell_type_2	Mix_6
cell_1787	cell_type_2	Mix_7
cell_1788	cell_type_2	Mix_8
cell_1789	cell_type_2	Mix_9
cell_1790	cell_type_2	Mix_10
cell_1791	cell_type_2	Mix_1
cell_1792	cell_type_2	Mix_2
cell_1793	cell_type_2	Mix_3
cell_1794	cell_type_2	Mix_4
cell_1795	cell_type_2	Mix_5
cell_1796	cell_type_2	Mix_6
cell_1797	cell_type_2	Mix_7
cell_1798	cell_type_2	Mix_8
cell_1799	cell_type_2	Mix_9
cell_1800	cell_type_2	Mix_10
cell_1801	cell_type_2	Mix_1
cell_1802	cell_type_2	Mix_2
cell_1803	cell_type_2	Mix_3
cell_1804	cell_type_2	Mix_4
cell_1805	cell_type_2	Mix_5
cell_1806	cell_type_2	Mix_6
cell_1807	cell_type_2	Mix_7
cell_1808	cell_type_2	Mix_8
cell_1809	cell_type_2	Mix_9
cell_1810	cell_type_2	Mix_10
cell_1811	cell_type_2	Mix_1
cell_1812	cell_type_2	Mix_2
cell_1813	cell_type_2	Mix_3
cell_1814	cell_type_2	Mix_4
cell_1815	cell_type_2	Mix_5
cell_1816	cell_type_2	Mix_6
cell_1817	cell_type_2	Mix_7
cell_1818	cell_type_2	Mix_8
cell_1819	cell_type_2	Mix_9
cell_1820	cell_type_2	Mix_10
cell_1821	cell_type_2	Mix_1
cell_1822	cell_type_2	Mix_2
cell_1823	cell_type_2	Mix_3
cell_1824	cell_type_2	Mix_4
cell_1825	cell_type_2	Mix_5
cell_1826	cell_type_2	Mix_6
cell_1827	cell_type_2	Mix_7
cell_1828	cell_type_2	Mix_8
cell_1829	cell_type_2	Mix_9
cell_1830	cell_type_2	Mix_10
cell_1831	cell_type_2	Mix_1
cell_1832	cell_type_2	Mix_2
cell_1833	cell_type_2	Mix_3
cell_1834	cell_type_2	Mix_4
cell_1835	cell_type_2	Mix_5
cell_1836	cell_type_2	Mix_6
cell_1837	cell_type_2	Mix_7
cell_1838	cell_type_2	Mix_8
cell_1839	cell_type_2	Mix_9
cell_1840	cell_type_2	Mix_10
cell_1841	cell_type_2	Mix_1
cell_1842	cell_type_2	Mix_2
cell_1843	cell_type_2	Mix_3
cell_1844	cell_type_2	Mix_4
cell_1845	cell_type_2	Mix_5
cell_1846	cell_type_2	Mix_6
cell_1847	cell_type_2	Mix_7
cell_1848	cell_type_2	Mix_8
cell_1849	cell_type_2	Mix_9
cell_1850	cell_type_2	Mix_10
cell_1851	cell_type_2	Mix_1
cell_1852	cell_type_2	Mix_2
cell_1853	cell_type_2	Mix_3
cell_1854	cell_type_2	Mix_4
cell_1855	cell_type_2	Mix_5
cell_1856	cell_type_2	Mix_6
cell_1857	cell_type_2	Mix_7
cell_1858	cell_type_2	Mix_8
cell_1859	cell_type_2	Mix_9
cell_1860	cell_type_2	Mix_10
cell_1861	cell_type_2	Mix_1
cell_1862	cell_type_2	Mix_2
cell_1863	cell_type_2	Mix_3
cell_1864	cell_type_2	Mix_4
cell_1865	cell_type_2	Mix_5
cell_1866	cell_type_2	Mix_6
cell_1867	cell_type_2	Mix_7
cell_1868	cell_type_2	Mix_8
cell_1869	cell_type_2	Mix_9
cell_1870	cell_type_2	Mix_10
cell_1871	cell_type_2	Mix_1
cell_1872	cell_type_2	Mix_2
cell_1873	cell_type_2	Mix_3
cell_1874	cell_type_2	Mix_4
cell_1875	cell_type_2	Mix_5
cell_1876	cell_type_2	Mix_6
cell_1877	cell_type_2	Mix_7
cell_1878	cell_type_2	Mix_8
cell_1879	cell_type_2	Mix_9
cell_1880	cell_type_2	Mix_10
cell_1881	cell_type_2	Mix_1
cell_1882	cell_type_2	Mix_2
cell_1883	cell_type_2	Mix_3
cell_1884	cell_type_2	Mix_4
cell_1885	cell_type_2	Mix_5
cell_1886	cell_type_2	Mix_6
cell_1887	cell_type_2	Mix_7
cell_1888	cell_type_2	Mix_8
cell_1889	cell_type_2	Mix_9
cell_1890	cell_type_2	Mix_10
cell_1891	cell_type_2	Mix_1
cell_1892	cell_type_2	Mix_2
cell_1893	cell_type_2	Mix_3
cell_1894	cell_type_2	Mix_4
cell_1895	cell_type_2	Mix_5
cell_1896	cell_type_2	Mix_6
cell_1897	cell_type_2	Mix_7
cell_1898	cell_type_2	Mix_8
cell_1899	cell_type_2	Mix_9
cell_1900	cell_type_2	Mix_10
cell_1901	cell_type_2	Mix_1
cell_1902	cell_type_2	Mix_2
cell_1903	cell_type_2	Mix_3
cell_1904	cell_type_2	Mix_4
cell_1905	cell_type_2	Mix_5
cell_1906	cell_type_2	Mix_6
cell_1907	cell_type_2	Mix_7
cell_1908	cell_type_2	Mix_8
cell_1909	cell_type_2	Mix_9
cell_1910	cell_type_2	Mix_10
cell_1911	cell_type_2	Mix_1
cell_1912	cell_type_2	Mix_2
cell_1913	cell_type_2	Mix_3
cell_1914	cell_type_2	Mix_4
cell_1915	cell_type_2	Mix_5
cell_1916	cell_type_2	Mix_6
cell_1917	cell_type_2	Mix_7
cell_1918	cell_type_2	Mix_8
cell_1919	cell_type_2	Mix_9
cell_1920	cell_type_2	Mix_10
cell_1921	cell_type_2	Mix_1
cell_1922	cell_type_2	Mix_2
cell_1923	cell_type_2	Mix_3
cell_1924	cell_type_2	Mix_4
cell_1925	cell_type_2	Mix_5
cell_1926	cell_type_2	Mix_6
cell_1927	cell_type_2	Mix_7
cell_1928	cell_type_2	Mix_8
cell_1929	cell_type_2	Mix_9
cell_1930	cell_type_2	Mix_10
cell_1931	cell_type_2	Mix_1
cell_1932	cell_type_2	Mix_2
cell_1933	cell_type_2	Mix_3
cell_1934	cell_type_2	Mix_4
cell_1935	cell_type_2	Mix_5
cell_1936	cell_type_2	Mix_6
cell_1937	cell_type_2	Mix_7
cell_1938	cell_type_2	Mix_8
cell_1939	cell_type_2	Mix_9
cell_1940	cell_type_2	Mix_10
cell_1941	cell_type_2	Mix_1
cell_1942	cell_type_2	Mix_2
cell_1943	cell_type_2	Mix_3
cell_1944	cell_type_2	Mix_4
cell_1945	cell_type_2	Mix_5
cell_1946	cell_type_2	Mix_6
cell_1947	cell_type_2	Mix_7
cell_1948	cell_type_2	Mix_8
cell_1949	cell_type_2	Mix_9
cell_1950	cell_type_2	Mix_10
cell_1951	cell_type_2	Mix_1
cell_1952	cell_type_2	Mix_2
cell_1953	cell_type_2	Mix_3
cell_1954	cell_type_2	Mix_4
cell_1955	cell_type_2	Mix_5
cell_1956	cell_type_2	Mix_6
cell_1957	cell_type_2	Mix_7
cell_1958	cell_type_2	Mix_8
cell_1959	cell_type_2	Mix_9
cell_1960	cell_type_2	Mix_10
cell_1961	cell_type_2	Mix_1
cell_1962	cell_type_2	Mix_2
cell_1963	cell_type_2	Mix_3
cell_1964	cell_type_2	Mix_4
cell_1965	cell_type_2	Mix_5
cell_1966	cell_type_2	Mix_6
cell_1967	cell_type_2	Mix_7
cell_1968	cell_type_2	Mix_8
cell_1969	cell_type_2	Mix_9
cell_1970	cell_type_2	Mix_10
cell_1971	cell_type_2	Mix_1
cell_1972	cell_type_2	Mix_2
cell_1973	cell_type_2	Mix_3
cell_1974	cell_type_2	Mix_4
cell_1975	cell_type_2	Mix_5
cell_1976	cell_type_2	Mix_6
cell_1977	cell_type_2	Mix_7
cell_1978	cell_type_2	Mix_8
cell_1979	cell_type_2	Mix_9
cell_1980	cell_type_2	Mix_10
cell_1981	cell_type_2	Mix_1
cell_1982	cell_type_2	Mix_2
cell_1983	cell_type_2	Mix_3
cell_1984	cell_type_2	Mix_4
cell_1985	cell_type_2	Mix_5
cell_1986	cell_type_2	Mix_6
cell_1987	cell_type_2	Mix_7
cell_1988	cell_type_2	Mix_8
cell_1989	cell_type_2	Mix_9
cell_1990	cell_type_2	Mix_10
cell_1991	cell_type_2	Mix_1
cell_1992	cell_type_2	Mix_2
cell_1993	cell_type_2	Mix_3
cell_1994	cell_type_2	Mix_4
cell_1995	cell_type_2	Mix_5
cell_1996	cell_type_2	Mix_6
cell_1997	cell_type_2	Mix_7
cell_1998	cell_type_2	Mix_8
cell_1999	cell_type_2	Mix_9
cell_2000	cell_type_2	Mix_10
cell_2001	cell_type_3	Mix_1
cell_2002	cell_type_3	Mix_2
cell_2003	cell_type_3	Mix_3
cell_2004	cell_type_3	Mix_4
cell_2005	cell_type_3	Mix_5
cell_2006	cell_type_3	Mix_6
cell_2007	cell_type_3	Mix_7
cell_2008	cell_type_3	Mix_8
cell_2009	cell_type_3	Mix_9
cell_2010	cell_type_3	Mix_10
cell_2011	cell_type_3	Mix_1
cell_2012	cell_type_3	Mix_2
cell_2013	cell_type_3	Mix_3
cell_2014	cell_type_3	Mix_4
cell_2015	cell_type_3	Mix_5
cell_2016	cell_type_3	Mix_6
cell_2017	cell_type_3	Mix_7
cell_2018	cell_type_3	Mix_8
cell_2019	cell_type_3	Mix_9
cell_2020	cell_type_3	Mix_10
cell_2021	cell_type_3	Mix_1
cell_2022	cell_type_3	Mix_2
cell_2023	cell_type_3	Mix_3
cell_2024	cell_type_3	Mix_4
cell_2025	cell_type_3	Mix_5
cell_2026	cell_type_3	Mix_6
cell_2027	cell_type_3	Mix_7
cell_2028	cell_type_3	Mix_8
cell_2029	cell_type_3	Mix_9
cell_2030	cell_type_3	Mix_10
cell_2031	cell_type_3	Mix_1
cell_2032	cell_type_3	Mix_2
cell_2033	cell_type_3	Mix_3
cell_2034	cell_type_3	Mix_4
cell_2035	cell_type_3	Mix_5
cell_2036	cell_type_3	Mix_6
cell_2037	cell_type_3	Mix_7
cell_2038	cell_type_3	Mix_8
cell_2039	cell_type_3	Mix_9
cell_2040	cell_type_3	Mix_10
cell_2041	cell_type_3	Mix_1
cell_2042	cell_type_3	Mix_2
cell_2043	cell_type_3	Mix_3
cell_2044	cell_type_3	Mix_4
cell_2045	cell_type_3	Mix_5
cell_2046	cell_type_3	Mix_6
cell_2047	cell_type_3	Mix_7
cell_2048	cell_type_3	Mix_8
cell_2049	cell_type_3	Mix_9
cell_2050	cell_type_3	Mix_10
cell_2051	cell_type_3	Mix_1
cell_2052	cell_type_3	Mix_2
cell_2053	cell_type_3	Mix_3
cell_2054	cell_type_3	Mix_4
cell_2055	cell_type_3	Mix_5
cell_2056	cell_type_3	Mix_6
cell_2057	cell_type_3	Mix_7
cell_2058	cell_type_3	Mix_8
cell_2059	cell_type_3	Mix_9
cell_2060	cell_type_3	Mix_10
cell_2061	cell_type_3	Mix_1
cell_2062	cell_type_3	Mix_2
cell_2063	cell_type_3	Mix_3
cell_2064	cell_type_3	Mix_4
cell_2065	cell_type_3	Mix_5
cell_2066	cell_type_3	Mix_6
cell_2067	cell_type_3	Mix_7
cell_2068	cell_type_3	Mix_8
cell_2069	cell_type_3	Mix_9
cell_2070	cell_type_3	Mix_10
cell_2071	cell_type_3	Mix_1
cell_2072	cell_type_3	Mix_2
cell_2073	cell_type_3	Mix_3
cell_2074	cell_type_3	Mix_4
cell_2075	cell_type_3	Mix_5
cell_2076	cell_type_3	Mix_6
cell_2077	cell_type_3	Mix_7
cell_2078	cell_type_3	Mix_8
cell_2079	cell_type_3	Mix_9
cell_2080	cell_type_3	Mix_10
cell_2081	cell_type_3	Mix_1
cell_2082	cell_type_3	Mix_2
cell_2083	cell_type_3	Mix_3
cell_2084	cell_type_3	Mix_4
cell_2085	cell_type_3	Mix_5
cell_2086	cell_type_3	Mix_6
cell_2087	cell_type_3	Mix_7
cell_2088	cell_type_3	Mix_8
cell_2089	cell_type_3	Mix_9
cell_2090	cell_type_3	Mix_10
cell_2091	cell_type_3	Mix_1
cell_2092	cell_type_3	Mix_2
cell_2093	cell_type_3	Mix_3
cell_2094	cell_type_3	Mix_4
cell_2095	cell_type_3	Mix_5
cell_2096	cell_type_3	Mix_6
cell_2097	cell_type_3	Mix_7
cell_2098	cell_type_3	Mix_8
cell_2099	cell_type_3	Mix_9
cell_2100	cell_type_3	Mix_10
cell_2101	cell_type_3	Mix_1
cell_2102	cell_type_3	Mix_2
cell_2103	cell_type_3	Mix_3
cell_2104	cell_type_3	Mix_4
cell_2105	cell_type_3	Mix_5
cell_2106	cell_type_3	Mix_6
cell_2107	cell_type_3	Mix_7
cell_2108	cell_type_3	Mix_8
cell_2109	cell_type_3	Mix_9
cell_2110	cell_type_3	Mix_10
cell_2111	cell_type_3	Mix_1
cell_2112	cell_type_3	Mix_2
cell_2113	cell_type_3	Mix_3
cell_2114	cell_type_3	Mix_4
cell_2115	cell_type_3	Mix_5
cell_2116	cell_type_3	Mix_6
cell_2117	cell_type_3	Mix_7
cell_2118	cell_type_3	Mix_8
cell_2119	cell_type_3	Mix_9
cell_2120	cell_type_3	Mix_10
cell_2121	cell_type_3	Mix_1
cell_2122	cell_type_3	Mix_2
cell_2123	cell_type_3	Mix_3
cell_2124	cell_type_3	Mix_4
cell_2125	cell_type_3	Mix_5
cell_2126	cell_type_3	Mix_6
cell_2127	cell_type_3	Mix_7
cell_2128	cell_type_3	Mix_8
cell_2129	cell_type_3	Mix_9
cell_2130	cell_type_3	Mix_10
cell_2131	cell_type_3	Mix_1
cell_2132	cell_type_3	Mix_2
cell_2133	cell_type_3	Mix_3
cell_2134	cell_type_3	Mix_4
cell_2135	cell_type_3	Mix_5
cell_2136	cell_type_3	Mix_6
cell_2137	cell_type_3	Mix_7
cell_2138	cell_type_3	Mix_8
cell_2139	cell_type_3	Mix_9
cell_2140	cell_type_3	Mix_10
cell_2141	cell_type_3	Mix_1
cell_2142	cell_type_3	Mix_2
cell_2143	cell_type_3	Mix_3
cell_2144	cell_type_3	Mix_4
cell_2145	cell_type_3	Mix_5
cell_2146	cell_type_3	Mix_6
cell_2147	cell_type_3	Mix_7
cell_2148	cell_type_3	Mix_8
cell_2149	cell_type_3	Mix_9
cell_2150	cell_type_3	Mix_10
cell_2151	cell_type_3	Mix_1
cell_2152	cell_type_3	Mix_2
cell_2153	cell_type_3	Mix_3
cell_2154	cell_type_3	Mix_4
cell_2155	cell_type_3	Mix_5
cell_2156	cell_type_3	Mix_6
cell_2157	cell_type_3	Mix_7
cell_2158	cell_type_3	Mix_8
cell_2159	cell_type_3	Mix_9
cell_2160	cell_type_3	Mix_10
cell_2161	cell_type_3	Mix_1
cell_2162	cell_type_3	Mix_2
cell_2163	cell_type_3	Mix_3
cell_2164	cell_type_3	Mix_4
cell_2165	cell_type_3	Mix_5
cell_2166	cell_type_3	Mix_6
cell_2167	cell_type_3	Mix_7
cell_2168	cell_type_3	Mix_8
cell_2169	cell_type_3	Mix_9
cell_2170	cell_type_3	Mix_10
cell_2171	cell_type_3	Mix_1
cell_2172	cell_type_3	Mix_2
cell_2173	cell_type_3	Mix_3
cell_2174	cell_type_3	Mix_4
cell_2175	cell_type_3	Mix_5
cell_2176	cell_type_3	Mix_6
cell_2177	cell_type_3	Mix_7
cell_2178	cell_type_3	Mix_8
cell_2179	cell_type_3	Mix_9
cell_2180	cell_type_3	Mix_10
cell_2181	cell_type_3	Mix_1
cell_2182	cell_type_3	Mix_2
cell_2183	cell_type_3	Mix_3
cell_2184	cell_type_3	Mix_4
cell_2185	cell_type_3	Mix_5
cell_2186	cell_type_3	Mix_6
cell_2187	cell_type_3	Mix_7
cell_2188	cell_type_3	Mix_8
cell_2189	cell_type_3	Mix_9
cell_2190	cell_type_3	Mix_10
cell_2191	cell_type_3	Mix_1
cell_2192	cell_type_3	Mix_2
cell_2193	cell_type_3	Mix_3
cell_2194	cell_type_3	Mix_4
cell_2195	cell_type_3	Mix_5
cell_2196	cell_type_3	Mix_6
cell_2197	cell_type_3	Mix_7
cell_2198	cell_type_3	Mix_8
cell_2199	cell_type_3	Mix_9
cell_2200	cell_type_3	Mix_10
cell_2201	cell_type_3	Mix_1
cell_2202	cell_type_3	Mix_2
cell_2203	cell_type_3	Mix_3
cell_2204	cell_type_3	Mix_4
cell_2205	cell_type_3	Mix_5
cell_2206	cell_type_3	Mix_6
cell_2207	cell_type_3	Mix_7
cell_2208	cell_type_3	Mix_8
cell_2209	cell_type_3	Mix_9
cell_2210	cell_type_3	Mix_10
cell_2211	cell_type_3	Mix_1
cell_2212	cell_type_3	Mix_2
cell_2213	cell_type_3	Mix_3
cell_2214	cell_type_3	Mix_4
cell_2215	cell_type_3	Mix_5
cell_2216	cell_type_3	Mix_6
cell_2217	cell_type_3	Mix_7
cell_2218	cell_type_3	Mix_8
cell_2219	cell_type_3	Mix_9
cell_2220	cell_type_3	Mix_10
cell_2221	cell_type_3	Mix_1
cell_2222	cell_type_3	Mix_2
cell_2223	cell_type_3	Mix_3
cell_2224	cell_type_3	Mix_4
cell_2225	cell_type_3	Mix_5
cell_2226	cell_type_3	Mix_6
cell_2227	cell_type_3	Mix_7
cell_2228	cell_type_3	Mix_8
cell_2229	cell_type_3	Mix_9
cell_2230	cell_type_3	Mix_10
cell_2231	cell_type_3	Mix_1
cell_2232	cell_type_3	Mix_2
cell_2233	cell_type_3	Mix_3
cell_2234	cell_type_3	Mix_4
cell_2235	cell_type_3	Mix_5
cell_2236	cell_type_3	Mix_6
cell_2237	cell_type_3	Mix_7
cell_2238	cell_type_3	Mix_8
cell_2239	cell_type_3	Mix_9
cell_2240	cell_type_3	Mix_10
cell_2241	cell_type_3	Mix_1
cell_2242	cell_type_3	Mix_2
cell_2243	cell_type_3	Mix_3
cell_2244	cell_type_3	Mix_4
cell_2245	cell_type_3	Mix_5
cell_2246	cell_type_3	Mix_6
cell_2247	cell_type_3	Mix_7
cell_2248	cell_type_3	Mix_8
cell_2249	cell_type_3	Mix_9
cell_2250	cell_type_3	Mix_10
cell_2251	cell_type_3	Mix_1
cell_2252	cell_type_3	Mix_2
cell_2253	cell_type_3	Mix_3
cell_2254	cell_type_3	Mix_4
cell_2255	cell_type_3	Mix_5
cell_2256	cell_type_3	Mix_6
cell_2257	cell_type_3	Mix_7
cell_2258	cell_type_3	Mix_8
cell_2259	cell_type_3	Mix_9
